,name,date,score,isin,parameter
44630,DEUTSCHE BANK ,2011-09-01,82.36,DE0005140008, ESG Score
44631,DEUTSCHE BANK ,2011-10-01,82.36,DE0005140008, ESG Score
44632,DEUTSCHE BANK ,2011-11-01,82.36,DE0005140008, ESG Score
44633,DEUTSCHE BANK ,2011-12-01,82.36,DE0005140008, ESG Score
44634,DEUTSCHE BANK ,2012-01-01,82.36,DE0005140008, ESG Score
44635,DEUTSCHE BANK ,2012-02-01,84.77,DE0005140008, ESG Score
44636,DEUTSCHE BANK ,2012-03-01,84.77,DE0005140008, ESG Score
44637,DEUTSCHE BANK ,2012-04-01,84.77,DE0005140008, ESG Score
44638,DEUTSCHE BANK ,2012-05-01,84.77,DE0005140008, ESG Score
44639,DEUTSCHE BANK ,2012-06-01,84.77,DE0005140008, ESG Score
44640,DEUTSCHE BANK ,2012-07-01,84.77,DE0005140008, ESG Score
44641,DEUTSCHE BANK ,2012-08-01,84.77,DE0005140008, ESG Score
44642,DEUTSCHE BANK ,2012-09-01,84.77,DE0005140008, ESG Score
44643,DEUTSCHE BANK ,2012-10-01,84.77,DE0005140008, ESG Score
44644,DEUTSCHE BANK ,2012-11-01,84.77,DE0005140008, ESG Score
44645,DEUTSCHE BANK ,2012-12-01,84.77,DE0005140008, ESG Score
44646,DEUTSCHE BANK ,2013-01-01,84.77,DE0005140008, ESG Score
44647,DEUTSCHE BANK ,2013-02-01,83.86,DE0005140008, ESG Score
44648,DEUTSCHE BANK ,2013-03-01,83.86,DE0005140008, ESG Score
44649,DEUTSCHE BANK ,2013-04-01,83.86,DE0005140008, ESG Score
44650,DEUTSCHE BANK ,2013-05-01,83.86,DE0005140008, ESG Score
44651,DEUTSCHE BANK ,2013-06-01,83.86,DE0005140008, ESG Score
44652,DEUTSCHE BANK ,2013-07-01,83.86,DE0005140008, ESG Score
44653,DEUTSCHE BANK ,2013-08-01,83.86,DE0005140008, ESG Score
44654,DEUTSCHE BANK ,2013-09-01,83.86,DE0005140008, ESG Score
44655,DEUTSCHE BANK ,2013-10-01,83.86,DE0005140008, ESG Score
44656,DEUTSCHE BANK ,2013-11-01,83.86,DE0005140008, ESG Score
44657,DEUTSCHE BANK ,2013-12-01,83.86,DE0005140008, ESG Score
44658,DEUTSCHE BANK ,2014-01-01,83.86,DE0005140008, ESG Score
44659,DEUTSCHE BANK ,2014-02-01,81.15,DE0005140008, ESG Score
44660,DEUTSCHE BANK ,2014-03-01,81.15,DE0005140008, ESG Score
44661,DEUTSCHE BANK ,2014-04-01,81.15,DE0005140008, ESG Score
44662,DEUTSCHE BANK ,2014-05-01,81.15,DE0005140008, ESG Score
44663,DEUTSCHE BANK ,2014-06-01,81.15,DE0005140008, ESG Score
44664,DEUTSCHE BANK ,2014-07-01,81.15,DE0005140008, ESG Score
44665,DEUTSCHE BANK ,2014-08-01,81.15,DE0005140008, ESG Score
44666,DEUTSCHE BANK ,2014-09-01,81.15,DE0005140008, ESG Score
44667,DEUTSCHE BANK ,2014-10-01,81.15,DE0005140008, ESG Score
44668,DEUTSCHE BANK ,2014-11-01,81.15,DE0005140008, ESG Score
44669,DEUTSCHE BANK ,2014-12-01,81.15,DE0005140008, ESG Score
44670,DEUTSCHE BANK ,2015-01-01,81.15,DE0005140008, ESG Score
44671,DEUTSCHE BANK ,2015-02-01,76.73,DE0005140008, ESG Score
44672,DEUTSCHE BANK ,2015-03-01,76.73,DE0005140008, ESG Score
44673,DEUTSCHE BANK ,2015-04-01,76.73,DE0005140008, ESG Score
44674,DEUTSCHE BANK ,2015-05-01,76.73,DE0005140008, ESG Score
44675,DEUTSCHE BANK ,2015-06-01,76.73,DE0005140008, ESG Score
44676,DEUTSCHE BANK ,2015-07-01,76.73,DE0005140008, ESG Score
44677,DEUTSCHE BANK ,2015-08-01,76.73,DE0005140008, ESG Score
44678,DEUTSCHE BANK ,2015-09-01,76.73,DE0005140008, ESG Score
44679,DEUTSCHE BANK ,2015-10-01,76.73,DE0005140008, ESG Score
44680,DEUTSCHE BANK ,2015-11-01,76.73,DE0005140008, ESG Score
44681,DEUTSCHE BANK ,2015-12-01,76.73,DE0005140008, ESG Score
44682,DEUTSCHE BANK ,2016-01-01,76.73,DE0005140008, ESG Score
44683,DEUTSCHE BANK ,2016-02-01,76.97,DE0005140008, ESG Score
44684,DEUTSCHE BANK ,2016-03-01,76.97,DE0005140008, ESG Score
44685,DEUTSCHE BANK ,2016-04-01,76.97,DE0005140008, ESG Score
44686,DEUTSCHE BANK ,2016-05-01,76.97,DE0005140008, ESG Score
44687,DEUTSCHE BANK ,2016-06-01,76.97,DE0005140008, ESG Score
44688,DEUTSCHE BANK ,2016-07-01,76.97,DE0005140008, ESG Score
44689,DEUTSCHE BANK ,2016-08-01,76.97,DE0005140008, ESG Score
44690,DEUTSCHE BANK ,2016-09-01,76.97,DE0005140008, ESG Score
44691,DEUTSCHE BANK ,2016-10-01,76.97,DE0005140008, ESG Score
44692,DEUTSCHE BANK ,2016-11-01,76.97,DE0005140008, ESG Score
44693,DEUTSCHE BANK ,2016-12-01,76.97,DE0005140008, ESG Score
44694,DEUTSCHE BANK ,2017-01-01,76.97,DE0005140008, ESG Score
44695,DEUTSCHE BANK ,2017-02-01,80.34,DE0005140008, ESG Score
44696,DEUTSCHE BANK ,2017-03-01,80.34,DE0005140008, ESG Score
44697,DEUTSCHE BANK ,2017-04-01,80.34,DE0005140008, ESG Score
44698,DEUTSCHE BANK ,2017-05-01,80.34,DE0005140008, ESG Score
44699,DEUTSCHE BANK ,2017-06-01,80.34,DE0005140008, ESG Score
44700,DEUTSCHE BANK ,2017-07-01,80.34,DE0005140008, ESG Score
44701,DEUTSCHE BANK ,2017-08-01,80.34,DE0005140008, ESG Score
44702,DEUTSCHE BANK ,2017-09-01,80.34,DE0005140008, ESG Score
44703,DEUTSCHE BANK ,2017-10-01,80.34,DE0005140008, ESG Score
44704,DEUTSCHE BANK ,2017-11-01,80.34,DE0005140008, ESG Score
44705,DEUTSCHE BANK ,2017-12-01,80.34,DE0005140008, ESG Score
44706,DEUTSCHE BANK ,2018-01-01,80.34,DE0005140008, ESG Score
44707,DEUTSCHE BANK ,2018-02-01,80.41,DE0005140008, ESG Score
44708,DEUTSCHE BANK ,2018-03-01,80.41,DE0005140008, ESG Score
